RunID,User,Problem,Result,Memory,Time,Code Length,Submit Time
6511,12296ba3e03a762493c3fe4ac0b58278,E,Runtime Error,7708,692,3394 B,2018/5/16 0:26
6510,212e5e48e1f4969b56cd22bd9a9c0c6e,F,Runtime Error,13468,372,3411 B,2018/5/15 23:38
6509,d741a01876b3dd97120568deeec99ccf,C,Accepted,8288,1540,777 B,2018/5/15 23:21
6508,53fb8c32cec31be823bad8b019a8f1a2,G,*Accepted6337(100%),8496,3628,668 B,2018/5/15 22:55
6507,53fb8c32cec31be823bad8b019a8f1a2,G,Wrong Answer,8708,2128,735 B,2018/5/15 22:54
6506,200de64788e554264a138265186a0072,C,Accepted,8312,1688,551 B,2018/5/15 22:52
6505,53fb8c32cec31be823bad8b019a8f1a2,G,Wrong Answer,8396,2136,735 B,2018/5/15 22:51
6504,53fb8c32cec31be823bad8b019a8f1a2,G,Wrong Answer,8444,2104,759 B,2018/5/15 22:51
6503,53fb8c32cec31be823bad8b019a8f1a2,G,Runtime Error,7908,160,758 B,2018/5/15 22:50
6502,53fb8c32cec31be823bad8b019a8f1a2,G,Wrong Answer,8536,2128,759 B,2018/5/15 22:49
6501,53fb8c32cec31be823bad8b019a8f1a2,G,Time Limit Exceed,11308,4000,760 B,2018/5/15 22:48
6500,53fb8c32cec31be823bad8b019a8f1a2,G,Wrong Answer,9976,2808,759 B,2018/5/15 22:46
6499,eba501c4f104b954c1f468373bac7fbd,G,Wrong Answer,8004,216,1021 B,2018/5/15 22:45
6498,53fb8c32cec31be823bad8b019a8f1a2,G,Wrong Answer,11292,2776,753 B,2018/5/15 22:45
6497,eba501c4f104b954c1f468373bac7fbd,E,Wrong Answer,7444,132,211 B,2018/5/15 22:43
6496,eba501c4f104b954c1f468373bac7fbd,D,*Accepted5852(100%),7716,272,1459 B,2018/5/15 22:40
6495,eba501c4f104b954c1f468373bac7fbd,C,*Accepted5685(100%),8256,1528,490 B,2018/5/15 22:38
6494,eba501c4f104b954c1f468373bac7fbd,C,Compile Error,0,0,489 B,2018/5/15 22:36
6493,eba501c4f104b954c1f468373bac7fbd,B,*Accepted5673(100%),15144,2192,765 B,2018/5/15 22:35
6492,eba501c4f104b954c1f468373bac7fbd,A,*Accepted5671(99%),8320,276,1749 B,2018/5/15 22:32
6491,eba501c4f104b954c1f468373bac7fbd,A,Compile Error,0,0,1746 B,2018/5/15 22:30
6490,85db69dd5f62e8848f011a889e2e6b92,G,Wrong Answer,8668,1848,763 B,2018/5/15 22:07
6489,12296ba3e03a762493c3fe4ac0b58278,G,Accepted,8620,3764,704 B,2018/5/15 21:28
6488,200de64788e554264a138265186a0072,D,Wrong Answer,8276,284,1921 B,2018/5/15 21:22
6487,578e6cb2865f1056088aae3d57430739,C,Accepted,8320,1588,533 B,2018/5/15 21:18
6486,578e6cb2865f1056088aae3d57430739,C,Compile Error,0,0,550 B,2018/5/15 21:17
6485,85db69dd5f62e8848f011a889e2e6b92,G,Time Limit Exceed,10688,4000,752 B,2018/5/15 21:12
6484,25f9e794323b453885f5181f1b624d0b,G,Compile Error,0,0,1232 B,2018/5/15 21:04
6482,82ac84fd02c73a224a067c96892e54c2,C,Runtime Error,7348,136,695 B,2018/5/15 20:47
6479,82ac84fd02c73a224a067c96892e54c2,C,Runtime Error,7384,132,665 B,2018/5/15 20:34
6477,578e6cb2865f1056088aae3d57430739,C,Runtime Error,7360,148,430 B,2018/5/15 20:08
6473,b17782be90ec2190dfaf89d54bebe498,G,Compile Error,0,0,734 B,2018/5/15 19:41
6470,b7985f3352b1cc58833876858fe14d93,G,Accepted,10276,3184,1519 B,2018/5/15 19:08
6469,96be950cb442c8a12fc9ccf4b33046da,G,Accepted,8600,3472,980 B,2018/5/15 19:03
6468,d741a01876b3dd97120568deeec99ccf,C,Runtime Error,7400,152,639 B,2018/5/15 18:56
6467,d741a01876b3dd97120568deeec99ccf,C,Runtime Error,7356,156,640 B,2018/5/15 18:54
6466,d741a01876b3dd97120568deeec99ccf,C,Runtime Error,7384,140,667 B,2018/5/15 18:53
6465,bcc9cc0c8889a34e9bcf5afaaed0e07a,E,Runtime Error,8296,296,3716 B,2018/5/15 18:42
6464,7fe2bf9734f8c953aed1a8fecffec296,G,Accepted,12948,3596,584 B,2018/5/15 18:41
6463,a1ac35aa7e343604bdf05b7558e5d2b2,A,Accepted,8272,320,1281 B,2018/5/15 18:34
6462,bcc9cc0c8889a34e9bcf5afaaed0e07a,E,Runtime Error,7388,280,3544 B,2018/5/15 18:31
6461,bcc9cc0c8889a34e9bcf5afaaed0e07a,E,Runtime Error,8260,284,3524 B,2018/5/15 18:24
6460,212e5e48e1f4969b56cd22bd9a9c0c6e,G,Accepted,8664,2244,1139 B,2018/5/15 18:24
6459,bcc9cc0c8889a34e9bcf5afaaed0e07a,E,Runtime Error,8196,276,3524 B,2018/5/15 18:21
6458,96be950cb442c8a12fc9ccf4b33046da,G,Time Limit Exceed,8500,4000,1101 B,2018/5/15 18:13
6457,96be950cb442c8a12fc9ccf4b33046da,G,Compile Error,0,0,1102 B,2018/5/15 18:13
6456,96be950cb442c8a12fc9ccf4b33046da,G,Wrong Answer,8516,296,1100 B,2018/5/15 18:11
6455,212e5e48e1f4969b56cd22bd9a9c0c6e,G,Time Limit Exceed,16616,4000,680 B,2018/5/15 17:51
6454,d741a01876b3dd97120568deeec99ccf,B,Accepted,16508,2040,821 B,2018/5/15 17:39
6453,212e5e48e1f4969b56cd22bd9a9c0c6e,G,Time Limit Exceed,22376,4000,579 B,2018/5/15 17:37
6452,96be950cb442c8a12fc9ccf4b33046da,G,Time Limit Exceed,11716,4000,1120 B,2018/5/15 17:34
6451,d741a01876b3dd97120568deeec99ccf,B,Wrong Answer,7956,136,832 B,2018/5/15 17:33
6450,212e5e48e1f4969b56cd22bd9a9c0c6e,G,Wrong Answer,8952,184,753 B,2018/5/15 17:29
6449,96be950cb442c8a12fc9ccf4b33046da,G,Time Limit Exceed,10712,4000,783 B,2018/5/15 17:23
6448,96be950cb442c8a12fc9ccf4b33046da,G,Wrong Answer,8632,184,779 B,2018/5/15 17:19
6447,12296ba3e03a762493c3fe4ac0b58278,G,Wrong Answer,7664,432,1085 B,2018/5/15 17:13
6446,12296ba3e03a762493c3fe4ac0b58278,G,Wrong Answer,7684,632,1084 B,2018/5/15 17:12
6445,12296ba3e03a762493c3fe4ac0b58278,G,Wrong Answer,8472,444,1009 B,2018/5/15 17:10
6444,2fe19e8105890ade74ef57fd227da2fa,G,*Accepted6443(100%),8520,2652,977 B,2018/5/15 17:09
6443,76e77986a8410443ddbe7fe901391930,G,Accepted,8708,2368,977 B,2018/5/15 17:08
6442,82ac84fd02c73a224a067c96892e54c2,C,Runtime Error,7336,148,628 B,2018/5/15 17:00
6441,76e77986a8410443ddbe7fe901391930,G,Wrong Answer,8596,492,612 B,2018/5/15 16:59
6440,82ac84fd02c73a224a067c96892e54c2,C,Runtime Error,7556,140,681 B,2018/5/15 16:59
6439,76e77986a8410443ddbe7fe901391930,G,Wrong Answer,8356,492,611 B,2018/5/15 16:56
6438,76e77986a8410443ddbe7fe901391930,G,Wrong Answer,8580,652,600 B,2018/5/15 16:56
6437,b7985f3352b1cc58833876858fe14d93,G,Time Limit Exceed,8308,4000,1047 B,2018/5/15 16:54
6436,76e77986a8410443ddbe7fe901391930,G,Wrong Answer,8400,564,600 B,2018/5/15 16:53
6435,65f94df2c54451d14fdf4fe3d5d8eeb6,C,Runtime Error,7396,140,465 B,2018/5/15 16:53
6434,76e77986a8410443ddbe7fe901391930,G,Wrong Answer,8360,580,580 B,2018/5/15 16:47
6433,82ac84fd02c73a224a067c96892e54c2,B,Accepted,15888,2304,769 B,2018/5/15 16:42
6431,212e5e48e1f4969b56cd22bd9a9c0c6e,G,Time Limit Exceed,21804,4000,537 B,2018/5/15 16:34
6428,b17782be90ec2190dfaf89d54bebe498,D,Accepted,8296,324,1243 B,2018/5/15 16:24
6427,76e77986a8410443ddbe7fe901391930,G,Wrong Answer,8352,200,638 B,2018/5/15 16:23
6426,76e77986a8410443ddbe7fe901391930,G,Wrong Answer,8512,204,637 B,2018/5/15 16:22
6425,b7985f3352b1cc58833876858fe14d93,G,Time Limit Exceed,8584,4000,1129 B,2018/5/15 16:13
6424,b7985f3352b1cc58833876858fe14d93,G,Time Limit Exceed,8540,4000,1931 B,2018/5/15 16:12
6423,212e5e48e1f4969b56cd22bd9a9c0c6e,G,Wrong Answer,8372,180,533 B,2018/5/15 15:56
6419,12296ba3e03a762493c3fe4ac0b58278,G,Wrong Answer,8752,468,1009 B,2018/5/15 15:26
6418,35b575ce654935f0170c70a5843e03da,F,Accepted,8732,1892,2562 B,2018/5/15 15:24
6417,12f408e22e0685da8672a7f8aac22fca,F,Time Limit Exceed,13216,2000,1978 B,2018/5/15 14:43
6414,53fb8c32cec31be823bad8b019a8f1a2,G,Wrong Answer,8860,524,841 B,2018/5/15 14:29
6413,12296ba3e03a762493c3fe4ac0b58278,G,Wrong Answer,7752,1256,1147 B,2018/5/15 14:26
6412,53fb8c32cec31be823bad8b019a8f1a2,G,Wrong Answer,10228,2948,860 B,2018/5/15 14:09
6411,82ac84fd02c73a224a067c96892e54c2,C,Wrong Answer,7760,144,3176 B,2018/5/15 14:04
6410,49f250b1007da3c54876456d36f8b054,F,Time Limit Exceed,22636,2000,5531 B,2018/5/15 14:00
6409,53fb8c32cec31be823bad8b019a8f1a2,G,Wrong Answer,10212,3004,877 B,2018/5/15 14:00
6408,82ac84fd02c73a224a067c96892e54c2,C,Wrong Answer,7708,148,1651 B,2018/5/15 13:59
6407,53fb8c32cec31be823bad8b019a8f1a2,G,Wrong Answer,8908,528,887 B,2018/5/15 13:56
6406,12f408e22e0685da8672a7f8aac22fca,F,Runtime Error,9704,184,1972 B,2018/5/15 13:53
6405,96be950cb442c8a12fc9ccf4b33046da,G,Time Limit Exceed,7832,4000,1153 B,2018/5/15 13:21
6395,35b575ce654935f0170c70a5843e03da,E,Accepted,8272,820,3884 B,2018/5/15 2:19
6394,76e77986a8410443ddbe7fe901391930,E,Accepted,8292,828,2995 B,2018/5/15 1:47
6393,12296ba3e03a762493c3fe4ac0b58278,G,Wrong Answer,7428,1208,1277 B,2018/5/15 0:22
6392,2fe19e8105890ade74ef57fd227da2fa,D,Accepted,8216,300,1069 B,2018/5/15 0:17
6391,2fe19e8105890ade74ef57fd227da2fa,D,Wrong Answer,8248,280,1032 B,2018/5/15 0:13
6390,12296ba3e03a762493c3fe4ac0b58278,G,Wrong Answer,7680,1200,897 B,2018/5/15 0:12
6389,2fe19e8105890ade74ef57fd227da2fa,D,Wrong Answer,7408,140,1032 B,2018/5/15 0:11
6388,578e6cb2865f1056088aae3d57430739,B,Accepted,15448,2104,620 B,2018/5/15 0:01
6387,12296ba3e03a762493c3fe4ac0b58278,D,Accepted,8288,292,1554 B,2018/5/14 23:44
6386,578e6cb2865f1056088aae3d57430739,A,Accepted,8276,284,1523 B,2018/5/14 23:43
6385,82ac84fd02c73a224a067c96892e54c2,A,Accepted,8016,312,1088 B,2018/5/14 23:32
6383,578e6cb2865f1056088aae3d57430739,A,Runtime Error,8248,144,1578 B,2018/5/14 23:26
6382,0d80656d1077c3cc4bc9067182c86bbc,G,Accepted,8740,2076,809 B,2018/5/14 23:25
6381,82ac84fd02c73a224a067c96892e54c2,A,Wrong Answer,8068,156,1022 B,2018/5/14 23:23
6380,2fe19e8105890ade74ef57fd227da2fa,C,Runtime Error,8304,136,488 B,2018/5/14 23:21
6378,212e5e48e1f4969b56cd22bd9a9c0c6e,G,Wrong Answer,7532,176,533 B,2018/5/14 23:18
6377,0d80656d1077c3cc4bc9067182c86bbc,G,Wrong Answer,8712,200,791 B,2018/5/14 23:12
6376,2fe19e8105890ade74ef57fd227da2fa,C,Accepted,8240,1536,516 B,2018/5/14 23:08
6375,aba1cd3b671be1918ce8923ddfa6c1b9,C,Accepted,8320,1544,513 B,2018/5/14 23:07
6374,0d80656d1077c3cc4bc9067182c86bbc,G,Wrong Answer,7596,192,764 B,2018/5/14 22:48
6373,96be950cb442c8a12fc9ccf4b33046da,G,Time Limit Exceed,8344,4000,1092 B,2018/5/14 22:48
6372,b17782be90ec2190dfaf89d54bebe498,D,Wrong Answer,7692,276,1286 B,2018/5/14 22:46
6371,b17782be90ec2190dfaf89d54bebe498,D,Runtime Error,7472,108,1321 B,2018/5/14 22:44
6370,2fe19e8105890ade74ef57fd227da2fa,B,Accepted,15848,2200,630 B,2018/5/14 22:43
6369,aba1cd3b671be1918ce8923ddfa6c1b9,B,Accepted,14972,2024,729 B,2018/5/14 22:39
6368,d741a01876b3dd97120568deeec99ccf,A,Accepted,8324,272,1024 B,2018/5/14 22:37
6367,d741a01876b3dd97120568deeec99ccf,A,Compile Error,0,0,1024 B,2018/5/14 22:37
6366,212e5e48e1f4969b56cd22bd9a9c0c6e,G,Wrong Answer,7600,188,531 B,2018/5/14 22:34
6365,2fe19e8105890ade74ef57fd227da2fa,A,Accepted,8280,280,815 B,2018/5/14 22:30
6364,2fe19e8105890ade74ef57fd227da2fa,A,Wrong Answer,7372,144,787 B,2018/5/14 22:29
6363,b17782be90ec2190dfaf89d54bebe498,D,Wrong Answer,8256,284,1314 B,2018/5/14 22:27
6362,0d80656d1077c3cc4bc9067182c86bbc,G,Wrong Answer,8456,192,877 B,2018/5/14 22:25
6361,c2643727f85009187ffd849ca5bfa7d1,D,*Accepted5815(100%),8252,288,1121 B,2018/5/14 22:23
6360,0d80656d1077c3cc4bc9067182c86bbc,G,Wrong Answer,8416,212,814 B,2018/5/14 22:22
6359,aba1cd3b671be1918ce8923ddfa6c1b9,A,*Accepted6023(100%),7460,284,944 B,2018/5/14 22:19
6358,0d80656d1077c3cc4bc9067182c86bbc,G,Wrong Answer,8656,196,782 B,2018/5/14 22:17
6357,c2643727f85009187ffd849ca5bfa7d1,D,Compile Error,0,0,1161 B,2018/5/14 22:17
6356,8ca7edfc418bc6bb4c4ab554b31a00f4,G,Accepted,10200,2548,1186 B,2018/5/14 22:16
6355,c2643727f85009187ffd849ca5bfa7d1,D,Compile Error,0,0,1187 B,2018/5/14 22:15
6354,b17782be90ec2190dfaf89d54bebe498,D,Wrong Answer,7724,276,1280 B,2018/5/14 22:11
6353,578e6cb2865f1056088aae3d57430739,A,Wrong Answer,8268,144,937 B,2018/5/14 22:04
6352,578e6cb2865f1056088aae3d57430739,A,Wrong Answer,8272,140,937 B,2018/5/14 22:04
6351,bcc9cc0c8889a34e9bcf5afaaed0e07a,G,Accepted,10144,3208,706 B,2018/5/14 22:01
6350,8ca7edfc418bc6bb4c4ab554b31a00f4,G,Wrong Answer,10152,1536,956 B,2018/5/14 22:01
6349,bcc9cc0c8889a34e9bcf5afaaed0e07a,G,Compile Error,0,0,685 B,2018/5/14 22:00
6348,8ca7edfc418bc6bb4c4ab554b31a00f4,G,Time Limit Exceed,10188,4000,937 B,2018/5/14 21:51
6347,96be950cb442c8a12fc9ccf4b33046da,G,Time Limit Exceed,7768,4000,1629 B,2018/5/14 21:47
6346,212e5e48e1f4969b56cd22bd9a9c0c6e,E,Accepted,8276,840,2074 B,2018/5/14 21:40
6345,49f250b1007da3c54876456d36f8b054,F,Time Limit Exceed,25992,2000,3831 B,2018/5/14 21:33
6344,49f250b1007da3c54876456d36f8b054,F,Output Limit Exceed,23128,3016,3954 B,2018/5/14 21:32
6343,f9e9fa8cfca0d84757eee5094bdad8bb,D,Accepted,7836,304,968 B,2018/5/14 21:31
6340,49f250b1007da3c54876456d36f8b054,F,Time Limit Exceed,24788,2000,3844 B,2018/5/14 21:07
6339,49f250b1007da3c54876456d36f8b054,F,Runtime Error,22072,1448,3838 B,2018/5/14 21:06
6337,6c3b8e9138887244642290a8306a8489,G,Accepted,8492,3744,783 B,2018/5/14 21:03
6336,f9e9fa8cfca0d84757eee5094bdad8bb,C,Accepted,8312,1556,608 B,2018/5/14 20:46
6335,e4a3ce2682d105f960b2017b69773a94,G,Accepted,8656,2184,683 B,2018/5/14 20:42
6334,e4a3ce2682d105f960b2017b69773a94,G,Wrong Answer,7600,168,1288 B,2018/5/14 20:36
6332,6c3b8e9138887244642290a8306a8489,G,Time Limit Exceed,10224,4000,694 B,2018/5/14 20:21
6331,6c3b8e9138887244642290a8306a8489,G,Time Limit Exceed,10140,4000,703 B,2018/5/14 20:13
6330,a26e296e95dd5f0f0616b556669d4fb7,G,Accepted,8400,3872,691 B,2018/5/14 20:09
6329,6c3b8e9138887244642290a8306a8489,G,Time Limit Exceed,10132,4000,704 B,2018/5/14 20:04
6328,f9e9fa8cfca0d84757eee5094bdad8bb,B,Accepted,12392,2136,812 B,2018/5/14 20:03
6327,f9e9fa8cfca0d84757eee5094bdad8bb,A,Accepted,8188,292,926 B,2018/5/14 20:02
6326,44afc80df0c0f209841afdcd2525d096,G,Accepted,8724,2208,816 B,2018/5/14 19:59
6325,a1ac35aa7e343604bdf05b7558e5d2b2,C,Accepted,8304,1736,486 B,2018/5/14 19:58
6324,44afc80df0c0f209841afdcd2525d096,G,Wrong Answer,7624,236,815 B,2018/5/14 19:57
6323,e4a3ce2682d105f960b2017b69773a94,G,Time Limit Exceed,21004,4000,582 B,2018/5/14 19:50
6322,e4a3ce2682d105f960b2017b69773a94,G,Time Limit Exceed,19132,4000,853 B,2018/5/14 19:43
6321,65f94df2c54451d14fdf4fe3d5d8eeb6,B,Accepted,16196,2164,625 B,2018/5/14 19:43
6320,a1ac35aa7e343604bdf05b7558e5d2b2,C,Wrong Answer,7400,144,1019 B,2018/5/14 19:38
6319,e4a3ce2682d105f960b2017b69773a94,G,Time Limit Exceed,24260,4000,667 B,2018/5/14 19:36
6318,e4a3ce2682d105f960b2017b69773a94,G,Wrong Answer,9464,172,710 B,2018/5/14 19:25
6317,e4a3ce2682d105f960b2017b69773a94,G,Runtime Error,7396,144,709 B,2018/5/14 19:24
6316,12f408e22e0685da8672a7f8aac22fca,G,Accepted,8628,3028,827 B,2018/5/14 19:24
6315,e4a3ce2682d105f960b2017b69773a94,G,Wrong Answer,7948,164,705 B,2018/5/14 19:23
6314,12f408e22e0685da8672a7f8aac22fca,G,Wrong Answer,8708,328,988 B,2018/5/14 19:22
6313,65f94df2c54451d14fdf4fe3d5d8eeb6,A,Accepted,8280,280,749 B,2018/5/14 19:15
6312,7fe2bf9734f8c953aed1a8fecffec296,G,Time Limit Exceed,37520,4000,933 B,2018/5/14 19:15
6311,0d80656d1077c3cc4bc9067182c86bbc,E,Runtime Error,8312,140,1921 B,2018/5/14 19:14
6310,65f94df2c54451d14fdf4fe3d5d8eeb6,A,Compile Error,0,0,761 B,2018/5/14 19:14
6309,7fe2bf9734f8c953aed1a8fecffec296,G,Compile Error,0,0,923 B,2018/5/14 19:14
6308,a1ac35aa7e343604bdf05b7558e5d2b2,C,Wrong Answer,7632,136,987 B,2018/5/14 19:05
6307,a1ac35aa7e343604bdf05b7558e5d2b2,C,Compile Error,0,0,703 B,2018/5/14 19:03
6306,7fe2bf9734f8c953aed1a8fecffec296,G,Time Limit Exceed,43384,4000,1037 B,2018/5/14 19:02
6305,7fe2bf9734f8c953aed1a8fecffec296,G,Wrong Answer,8684,216,1037 B,2018/5/14 18:59
6304,6c3b8e9138887244642290a8306a8489,G,Time Limit Exceed,10172,4000,505 B,2018/5/14 18:58
6303,6c3b8e9138887244642290a8306a8489,G,Memory Limit Exceed,589824,228,507 B,2018/5/14 18:52
6302,7fe2bf9734f8c953aed1a8fecffec296,G,Wrong Answer,9284,224,1037 B,2018/5/14 18:51
6301,12296ba3e03a762493c3fe4ac0b58278,C,Accepted,8352,1576,452 B,2018/5/14 18:48
6300,44afc80df0c0f209841afdcd2525d096,G,Time Limit Exceed,19288,4000,907 B,2018/5/14 18:43
6299,6c3b8e9138887244642290a8306a8489,G,Memory Limit Exceed,589824,192,700 B,2018/5/14 18:37
6298,7fe2bf9734f8c953aed1a8fecffec296,G,Wrong Answer,8708,224,1013 B,2018/5/14 18:26
6297,08eddabb828f7be3312e39b6b348fd7e,G,Accepted,10520,3320,588 B,2018/5/14 18:23
6296,96be950cb442c8a12fc9ccf4b33046da,G,Time Limit Exceed,7800,4000,1449 B,2018/5/14 18:03
6295,b994a56ad8c482202d51554560cbb723,D,Accepted,8248,296,1791 B,2018/5/14 18:03
6294,96be950cb442c8a12fc9ccf4b33046da,G,Compile Error,0,0,1444 B,2018/5/14 18:01
6293,96be950cb442c8a12fc9ccf4b33046da,G,Compile Error,0,0,1464 B,2018/5/14 18:01
6292,8ca7edfc418bc6bb4c4ab554b31a00f4,G,Wrong Answer,8824,184,935 B,2018/5/14 17:58
6291,49f250b1007da3c54876456d36f8b054,G,Accepted,10460,3480,1042 B,2018/5/14 17:57
6290,8ca7edfc418bc6bb4c4ab554b31a00f4,G,Wrong Answer,8788,168,934 B,2018/5/14 17:56
6289,1652a22d7e4a20212febc2168fff4b61,D,Accepted,8264,292,1103 B,2018/5/14 17:52
6288,8ca7edfc418bc6bb4c4ab554b31a00f4,G,Time Limit Exceed,17184,4000,844 B,2018/5/14 17:49
6287,8ca7edfc418bc6bb4c4ab554b31a00f4,G,Runtime Error,6648,116,856 B,2018/5/14 17:49
6286,1652a22d7e4a20212febc2168fff4b61,D,Wrong Answer,7412,280,1120 B,2018/5/14 17:47
6285,c2643727f85009187ffd849ca5bfa7d1,C,*Accepted5678(96%),8296,1544,652 B,2018/5/14 17:45
6284,53fb8c32cec31be823bad8b019a8f1a2,G,Wrong Answer,8380,180,916 B,2018/5/14 17:42
6283,53fb8c32cec31be823bad8b019a8f1a2,G,Wrong Answer,7476,184,917 B,2018/5/14 17:42
6282,53fb8c32cec31be823bad8b019a8f1a2,G,Wrong Answer,8316,196,917 B,2018/5/14 17:36
6281,bcc9cc0c8889a34e9bcf5afaaed0e07a,G,Time Limit Exceed,15548,4000,1002 B,2018/5/14 17:28
6280,212e5e48e1f4969b56cd22bd9a9c0c6e,E,Runtime Error,7328,140,1842 B,2018/5/14 17:27
6279,12296ba3e03a762493c3fe4ac0b58278,C,Runtime Error,7360,144,1469 B,2018/5/14 17:23
6278,53fb8c32cec31be823bad8b019a8f1a2,G,Time Limit Exceed,29824,4000,909 B,2018/5/14 17:18
6277,53fb8c32cec31be823bad8b019a8f1a2,G,Wrong Answer,8412,168,1076 B,2018/5/14 17:17
6276,96be950cb442c8a12fc9ccf4b33046da,G,Wrong Answer,8304,160,931 B,2018/5/14 17:10
6275,bcc9cc0c8889a34e9bcf5afaaed0e07a,G,Time Limit Exceed,10248,4000,875 B,2018/5/14 17:09
6274,35b575ce654935f0170c70a5843e03da,G,Accepted,10360,2988,1037 B,2018/5/14 17:08
6273,49f250b1007da3c54876456d36f8b054,G,Time Limit Exceed,10224,4000,1077 B,2018/5/14 17:07
6272,53fb8c32cec31be823bad8b019a8f1a2,G,Time Limit Exceed,21264,4000,814 B,2018/5/14 17:03
6271,49f250b1007da3c54876456d36f8b054,G,Wrong Answer,8780,2056,1079 B,2018/5/14 17:02
6270,96be950cb442c8a12fc9ccf4b33046da,G,Time Limit Exceed,8232,4000,910 B,2018/5/14 17:01
6269,35b575ce654935f0170c70a5843e03da,G,Time Limit Exceed,8652,4000,674 B,2018/5/14 16:56
6268,53fb8c32cec31be823bad8b019a8f1a2,G,Time Limit Exceed,20552,4000,814 B,2018/5/14 16:52
6267,53fb8c32cec31be823bad8b019a8f1a2,G,Time Limit Exceed,23652,4000,814 B,2018/5/14 16:51
6266,35b575ce654935f0170c70a5843e03da,G,Wrong Answer,8468,2468,672 B,2018/5/14 16:49
6265,35b575ce654935f0170c70a5843e03da,G,Wrong Answer,8636,2668,672 B,2018/5/14 16:45
6264,c2643727f85009187ffd849ca5bfa7d1,C,Runtime Error,8180,136,522 B,2018/5/14 16:44
6263,44afc80df0c0f209841afdcd2525d096,G,Time Limit Exceed,11028,4000,939 B,2018/5/14 16:41
6262,ec2df1d128d9ee0a7a583f349eb39b36,C,Accepted,8652,1676,2012 B,2018/5/14 16:38
6260,12296ba3e03a762493c3fe4ac0b58278,C,Runtime Error,8260,140,1407 B,2018/5/14 16:33
6259,8ca7edfc418bc6bb4c4ab554b31a00f4,G,Time Limit Exceed,19516,4000,929 B,2018/5/14 16:33
6258,c2643727f85009187ffd849ca5bfa7d1,C,Runtime Error,7648,136,525 B,2018/5/14 16:32
6257,c2643727f85009187ffd849ca5bfa7d1,C,Runtime Error,7484,108,542 B,2018/5/14 16:32
6256,c2643727f85009187ffd849ca5bfa7d1,C,Runtime Error,6708,116,542 B,2018/5/14 16:32
6255,c2643727f85009187ffd849ca5bfa7d1,C,Runtime Error,6644,128,542 B,2018/5/14 16:32
6254,35b575ce654935f0170c70a5843e03da,G,Wrong Answer,7532,296,671 B,2018/5/14 16:28
6253,8ca7edfc418bc6bb4c4ab554b31a00f4,G,Wrong Answer,8528,268,864 B,2018/5/14 16:27
6252,8ca7edfc418bc6bb4c4ab554b31a00f4,G,Time Limit Exceed,8576,4000,865 B,2018/5/14 16:24
6251,c2643727f85009187ffd849ca5bfa7d1,B,Accepted,17016,2256,1270 B,2018/5/14 16:18
6250,12296ba3e03a762493c3fe4ac0b58278,C,Runtime Error,7652,144,1107 B,2018/5/14 16:12
6249,49f250b1007da3c54876456d36f8b054,G,Time Limit Exceed,14144,4000,856 B,2018/5/14 16:07
6248,ec2df1d128d9ee0a7a583f349eb39b36,C,Wrong Answer,8284,160,1895 B,2018/5/14 16:02
6246,49f250b1007da3c54876456d36f8b054,G,Time Limit Exceed,12056,4000,906 B,2018/5/14 15:57
6245,ec2df1d128d9ee0a7a583f349eb39b36,C,Wrong Answer,8288,152,1800 B,2018/5/14 15:57
6244,49f250b1007da3c54876456d36f8b054,E,Accepted,8284,824,6949 B,2018/5/14 15:44
6243,736fcf550d3c98f84a8573fd7aba3fff,G,Accepted,12908,3460,792 B,2018/5/14 15:36
6235,12296ba3e03a762493c3fe4ac0b58278,B,Accepted,14332,2132,1247 B,2018/5/14 15:06
6234,49f250b1007da3c54876456d36f8b054,E,Runtime Error,7664,136,6679 B,2018/5/14 14:58
6233,bcc9cc0c8889a34e9bcf5afaaed0e07a,G,Time Limit Exceed,17084,4000,823 B,2018/5/14 14:52
6232,bcc9cc0c8889a34e9bcf5afaaed0e07a,G,Wrong Answer,8028,204,823 B,2018/5/14 14:40
6231,bcc9cc0c8889a34e9bcf5afaaed0e07a,G,Wrong Answer,7580,200,715 B,2018/5/14 14:19
6230,a26e296e95dd5f0f0616b556669d4fb7,G,Accepted,8612,3664,691 B,2018/5/14 14:08
6229,12296ba3e03a762493c3fe4ac0b58278,B,Wrong Answer,13740,460,1293 B,2018/5/14 13:58
6228,12296ba3e03a762493c3fe4ac0b58278,B,Wrong Answer,12812,500,1293 B,2018/5/14 13:57
6227,3dc3749735c46aa2ae316d63875b2d28,C,Runtime Error,7320,136,676 B,2018/5/14 13:47
6226,3dc3749735c46aa2ae316d63875b2d28,C,Runtime Error,7420,132,640 B,2018/5/14 13:46
6225,3dc3749735c46aa2ae316d63875b2d28,C,Runtime Error,8244,136,687 B,2018/5/14 13:23
6224,12296ba3e03a762493c3fe4ac0b58278,A,Accepted,7408,292,1070 B,2018/5/14 13:15
6222,3dc3749735c46aa2ae316d63875b2d28,C,Runtime Error,8184,140,585 B,2018/5/14 13:08
6218,c2643727f85009187ffd849ca5bfa7d1,A,*Accepted6217(100%),8248,308,836 B,2018/5/14 12:42
6215,35b575ce654935f0170c70a5843e03da,A,Accepted,7972,320,941 B,2018/5/14 12:32
6214,c2643727f85009187ffd849ca5bfa7d1,A,Runtime Error,8216,160,847 B,2018/5/14 12:26
6213,c2643727f85009187ffd849ca5bfa7d1,A,Compile Error,0,0,821 B,2018/5/14 12:24
